@relation 'admission_stats-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,13'

@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute HSGPAunweighted numeric
@attribute Firststyrunitsforgpa numeric
@attribute Firststyeartotcumunits numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
0.006,0.678571,0.571429,0.65,0.626667,0.818182,0.74712,0.601807,0.634985,0.777778,0.839286,0.526316,0.447712,0
0.045,0.678571,0.607143,0.766667,0.686667,0.753788,0.072538,0.05817,0.066539,0.222222,0.8125,0.447368,0.303922,0
0.04,0.625,0.607143,0.65,0.62,0.659091,0.072538,0.05817,0.066539,0.333333,0.674107,0.460526,0.261438,0
0.08,0.589286,0.428571,0.65,0.54,0.746212,0.072538,0.05817,0.066539,0.560317,0.879464,0.526316,0.437908,0
0.125932,0.5,0.5,0.633333,0.526667,0.621212,0.072538,0.05817,0.066539,0.555556,0.553571,0.552632,0.424837,0
0.265,0.678571,0.678571,0.666667,0.673333,0.674242,0.072538,0.05817,0.066539,0.333333,0.642857,0.552632,0.503268,0
0.008,0.357143,0.375,0.4,0.333333,0.700758,0.530366,0.276013,0.379475,0.111111,0.723214,0.526316,0.385621,0
0.025646,0.446429,0.339286,0.516667,0.4,0.734848,0.072538,0.05817,0.066539,0.444444,0.732143,0.197368,0.339869,0
0.1,0.678571,0.446429,0.6,0.56,0.67803,0.566492,0.601807,0.671487,0.444444,0.709821,0.460526,0.352941,0
0.0625,0.525223,0.54544,0.565506,0.525917,0.799242,0.855497,0.710405,0.671487,0.555556,0.794643,0.592105,0.457516,0
0.15,0.525223,0.54544,0.565506,0.525917,0.878788,0.891623,0.638006,0.853994,0.560317,0.888393,0.526316,0.568627,0
0.011,0.535714,0.535714,0.566667,0.526667,0.905303,0.602618,0.565608,0.598484,0.333333,0.933036,0.460526,0.411765,0
0.016,0.053571,0.482143,0.15,0.16,0.810606,0.060733,0.348412,0.233469,0.560317,0.955357,0.263158,0.235294,0
0.101942,0.517857,0.464286,0.616667,0.513333,0.685606,0.072538,0.05817,0.066539,0.560317,0.678571,0.526316,0.437908,0
0.001,0.525223,0.54544,0.565506,0.525917,0.674242,0.891623,0.638006,0.634985,1,0.642857,0.513158,0.27451,0
0.135,0.357143,0.696429,0.583333,0.526667,0.829545,0.072538,0.05817,0.066539,1,0.9375,0.592105,0.346405,0
0.101942,0.660714,0.482143,0.633333,0.58,0.791667,0.072538,0.05817,0.066539,1,0.816964,0.460526,0.392157,0
0.1095,0.607143,0.517857,0.666667,0.586667,0.80303,0.74712,0.529408,0.671487,0.777778,0.883929,0.434211,0.346405,0
0.101942,0.142857,0.321429,0.266667,0.18,0.602273,0.072538,0.05817,0.066539,0.333333,0.642857,0.394737,0.248366,0
0.13,0.535714,0.839286,0.683333,0.686667,0.810606,0.072538,0.05817,0.066539,0.777778,0.776786,0.592105,0.503268,0
0.39,0.875,0.571429,0.783333,0.753333,0.67803,0.072538,0.05817,0.066539,1,0.620536,0.552632,0.346405,0
0.041,0.5,0.464286,0.583333,0.493333,0.674242,0.072538,0.05817,0.066539,0.222222,0.642857,0.697368,0.522876,0
0.035,0.589286,0.517857,0.683333,0.586667,0.939394,0.855497,0.601807,0.561982,0.777778,1,0.526316,0.362745,0
0.101942,0.696429,0.732143,0.7,0.713333,0.640152,0.072538,0.05817,0.066539,0.777778,0.642857,0.526316,0.51634,0
0.205,0.767857,0.625,0.8,0.74,0.810606,0.855497,0.674206,0.74449,1,0.933036,0.552632,0.379085,0
0.04,0.5,0.553571,0.65,0.553333,0.810606,0.072538,0.05817,0.066539,0.777778,0.875,0.434211,0.235294,0
0.101942,0.625,0.535714,0.666667,0.6,0.848485,0.602618,0.565608,0.561982,1,0.977679,0.486842,0.346405,0
0.07,0.625,0.535714,0.716667,0.62,0.818182,0.072538,0.05817,0.066539,0.555556,0.933036,0.460526,0.411765,0
0.032128,0.5,0.767857,0.6,0.613333,0.715909,0.072538,0.05817,0.066539,0.444444,0.799107,0.578947,0.333333,0
0.026706,0.767857,0.482143,0.766667,0.673333,0.757576,0.072538,0.05817,0.066539,0.666667,0.683036,0.460526,0.464052,0
0.1,0.660714,0.839286,0.766667,0.766667,0.659091,0.072538,0.05817,0.066539,1,0.665179,0.460526,0.568627,0
0.16,0.714286,0.732143,0.683333,0.713333,0.814394,0.072538,0.05817,0.066539,0.777778,0.8125,0.526316,0.477124,0
0.3,0.857143,0.553571,0.95,0.806667,0.647727,0.072538,0.05817,0.066539,0.560317,0.745536,0.565789,0.300654,0
0.085,0.553571,0.910714,0.716667,0.733333,0.761364,0.072538,0.05817,0.066539,1,0.732143,0.460526,0.51634,0
0.13,0.525223,0.54544,0.565506,0.525917,0.67803,0.072538,0.05817,0.066539,0.560317,0.799107,0.552632,0.346405,0
0.19,0.607143,0.464286,0.866667,0.646667,0.80303,0.072538,0.05817,0.066539,0.777778,0.946429,0.578947,0.385621,0
0.15,0.678571,0.910714,0.683333,0.766667,0.795455,0.072538,0.05817,0.066539,0.888889,0.776786,0.618421,0.562092,0
0.353,0.553571,0.607143,0.733333,0.626667,0.708333,0.072538,0.05817,0.066539,0.777778,0.714286,0.460526,0.437908,0
0.22,0.5,0.535714,0.65,0.546667,0.530303,0.072538,0.05817,0.066539,1,0.589286,0.526316,0.30719,0
0.101942,0.446429,0.553571,0.516667,0.48,0.80303,0.566492,0.565608,0.488979,0.111111,0.799107,0.526316,0.411765,0
0.15,0.517857,0.625,0.6,0.566667,0.693182,0.072538,0.05817,0.066539,0.888889,0.732143,0.565789,0.300654,0
0.15,0.589286,0.982143,0.733333,0.78,0.659091,0.072538,0.05817,0.066539,1,0.776786,0.592105,0.313725,0
0.06,0.660714,0.482143,0.783333,0.64,0.867424,0.819372,0.493209,0.74449,1,0.84375,0.526316,0.542484,0
0.091,0.525223,0.54544,0.565506,0.525917,0.772727,0.74712,0.601807,0.561982,0.111111,0.776786,0.526316,0.464052,0
0.04,0.392857,0.196429,0.35,0.26,0.829545,0.494241,0.276013,0.342973,0.444444,0.821429,0.526316,0.362745,0
0.134,0.75,0.660714,0.8,0.746667,0.590909,0.072538,0.05817,0.066539,0.888889,0.629464,0.434211,0.346405,0
0.025,0.525223,0.54544,0.565506,0.525917,0.753788,0.072538,0.05817,0.066539,0.222222,0.776786,0.526316,0.333333,0
0.101942,0.525223,0.54544,0.565506,0.525917,0.768939,0.819372,0.638006,0.634985,0.888889,0.794643,0.526316,0.385621,0
0.074,0.678571,0.732143,0.683333,0.7,0.965909,0.855497,0.782804,0.634985,0.777778,0.977679,0.565789,0.509804,0
0.047685,0.625,0.678571,0.666667,0.653333,0.681818,0.072538,0.05817,0.066539,0.444444,0.705357,0.565789,0.490196,0
0.034,0.642857,0.589286,0.633333,0.613333,0.848485,0.674869,0.674206,0.853994,0.777778,0.9375,0.526316,0.310458,0
0.056,0.892857,0.696429,0.733333,0.786667,0.984848,0.072538,0.05817,0.066539,0.333333,1,0.5,0.503268,0
0.113071,0.5,0.339286,0.466667,0.4,0.617424,0.072538,0.05817,0.066539,0.777778,0.669643,0.355263,0.25817,0
0.071,0.660714,0.607143,0.533333,0.586667,0.723485,0.638743,0.601807,0.561982,0.888889,0.727679,0.381579,0.372549,0
0.09795,0.517857,0.660714,0.6,0.58,0.829545,0.072538,0.05817,0.066539,1,0.897321,0.5,0.346405,0
0.130212,0.642857,0.660714,0.666667,0.653333,0.810606,0.072538,0.05817,0.066539,0.560317,0.794643,0.526316,0.496732,0
0.16,0.660714,0.625,0.666667,0.646667,0.829545,0.566492,0.710405,0.634985,0.555556,0.897321,0.526316,0.411765,0
0.11,0.660714,0.678571,0.75,0.7,0.791667,0.072538,0.05817,0.066539,0.666667,0.754464,0.526316,0.385621,0
0.02,0.714286,0.357143,0.65,0.56,0.719697,0.072538,0.05817,0.066539,0.333333,0.776786,0.526316,0.519608,0
0.06,0.839286,0.857143,0.833333,0.866667,0.935606,0.072538,0.05817,0.066539,0.555556,0.982143,0.539474,0.594771,0
0.800001,0.714286,0.642857,0.766667,0.713333,0.829545,0.072538,0.05817,0.066539,0.560317,0.84375,0.460526,0.359477,0
0.15,0.767857,0.785714,0.816667,0.806667,0.583333,0.072538,0.05817,0.066539,0.555556,0.553571,0.552632,0.294118,0
0.027,0.625,0.821429,0.35,0.58,0.784091,0.072538,0.05817,0.066539,1,0.723214,0.460526,0.490196,0
0.135,0.821429,0.696429,0.8,0.786667,0.594697,0.072538,0.05817,0.066539,1,0.553571,0.526316,0.281046,0
0.23,0.525223,0.54544,0.565506,0.525917,0.659091,0.927749,0.710405,0.890496,1,0.611607,0.552632,0.575163,0
0.101942,0.821429,0.75,0.816667,0.813333,0.602273,0.855497,0.963801,0.817493,1,0.53125,0.618421,0.601307,0
0.024,1,0.75,0.883333,0.906667,0.863636,0.072538,0.05817,0.066539,0.333333,0.866071,0.578947,0.51634,0
0.125,0.803571,0.785714,0.716667,0.78,0.810606,0.072538,0.05817,0.066539,0.444444,0.776786,0.578947,0.464052,0
0.14,0.767857,0.821429,0.783333,0.806667,0.765152,0.072538,0.05817,0.066539,0.777778,0.745536,0.671053,0.676471,0
0.218,0.625,0.660714,0.733333,0.673333,0.848485,0.072538,0.05817,0.066539,0.777778,0.928571,0.552632,0.372549,0
0.026097,0.696429,0.464286,0.666667,0.6,0.757576,0.072538,0.05817,0.066539,0.333333,0.803571,0.526316,0.385621,0
0.024,0.732143,0.678571,0.733333,0.72,0.890152,0.819372,0.638006,0.780991,0.444444,0.915179,0.5,0.54902,0
0.17,0.678571,0.75,0.75,0.733333,0.878788,0.566492,0.710405,0.671487,1,0.888393,0.486842,0.51634,0
0.133793,0.785714,0.678571,0.783333,0.76,0.935606,0.072538,0.05817,0.066539,0.666667,1,0.578947,0.477124,0
0.120754,0.892857,0.821429,0.75,0.84,0.640152,0.072538,0.05817,0.066539,0.666667,0.59375,0.460526,0.470588,0
0.134,0.732143,0.714286,1,0.84,0.772727,0.072538,0.05817,0.066539,1,0.767857,0.526316,0.359477,0
0.101942,0.892857,0.732143,0.9,0.866667,0.708333,0.855497,0.674206,0.671487,0.888889,0.674107,0.605263,0.477124,0
0.15,0.714286,0.75,0.783333,0.76,0.731061,0.072538,0.05817,0.066539,1,0.745536,0.526316,0.464052,0
0.021771,0.5,0.910714,0.816667,0.753333,0.55303,0.072538,0.05817,0.066539,1,0.491071,0.618421,0.431373,0
0.093146,0.767857,0.571429,0.783333,0.713333,0.878788,0.072538,0.05817,0.066539,0.111111,0.888393,0.460526,0.464052,0
0.0036,0.535714,0.571429,0.666667,0.58,0.742424,0.072538,0.05817,0.066539,0.777778,0.714286,0.578947,0.542484,0
0.13,0.696429,0.767857,0.733333,0.74,0.80303,0.638743,0.927601,0.671487,0.555556,0.857143,0.723684,0.647059,0
0.120919,0.767857,0.767857,0.716667,0.76,0.518939,0.819372,0.638006,0.634985,0.444444,0.450893,0.513158,0.542484,0
0.273,0.625,0.678571,0.783333,0.7,0.753788,0.072538,0.05817,0.066539,1,0.754464,0.618421,0.431373,0
0.13,0.464286,0.875,0.65,0.66,0.69697,0.710995,0.782804,0.634985,1,0.669643,0.605263,0.53268,0
0.13,0.375,0.464286,0.433333,0.386667,0.659091,0.072538,0.05817,0.066539,0.111111,0.651786,0.513158,0.30719,0
0.2,0.714286,0.625,0.7,0.68,0.685606,0.072538,0.05817,0.066539,1,0.763393,0.552632,0.346405,0
0.05,0.464286,0.642857,0.733333,0.606667,0.590909,0.072538,0.05817,0.066539,1,0.566964,0.565789,0.411765,0
0.1255,0.464286,0.589286,0.683333,0.566667,0.810606,0.74712,0.565608,0.561982,0.777778,0.915179,0.565789,0.379085,0
0.046292,0.678571,0.625,0.75,0.686667,0.818182,0.710995,0.710405,0.817493,1,0.964286,0.513158,0.297386,0
0.29,0.892857,0.75,0.916667,0.88,0.924242,1,0.674206,0.926997,0.888889,0.941964,0.552632,0.555556,0
0.116,0.75,0.714286,0.816667,0.773333,0.909091,0.072538,0.05817,0.066539,0.333333,1,0.526316,0.281046,0
0.101942,0.714286,0.732143,0.833333,0.773333,0.772727,0.072538,0.05817,0.066539,0.888889,0.910714,0.328947,0.281046,0
0.106,0.767857,0.875,0.8,0.833333,0.594697,0.072538,0.05817,0.066539,1,0.616071,0.394737,0.411765,0
0,0.525223,0.54544,0.565506,0.525917,0.787879,0.891623,0.710405,0.817493,1,0.861607,0.578947,0.30719,0
0.058,0.767857,0.714286,0.816667,0.78,0.80303,0.072538,0.05817,0.066539,1,0.84375,0.526316,0.457516,0
0.175,0.571429,0.839286,0.8,0.746667,0.780303,0.072538,0.05817,0.066539,1,0.821429,0.605263,0.457516,0
0.039,0.525223,0.54544,0.565506,0.525917,0.909091,0.530366,0.674206,0.598484,0.666667,1,0.447368,0.395425,0
0.05052,0.660714,0.535714,0.55,0.566667,0.606061,0.072538,0.05817,0.066539,0.560317,0.678571,0.526316,0.333333,0
0.06,0.803571,0.696429,0.8,0.78,0.772727,0.072538,0.05817,0.066539,1,0.839286,0.460526,0.281046,0
0.1,0.625,0.732143,0.616667,0.653333,0.787879,0.072538,0.05817,0.066539,0.666667,0.892857,0.486842,0.261438,0
0.025,0.357143,0.446429,0.65,0.46,0.799242,0.277487,0.384611,0.342973,0.555556,0.794643,0.394737,0.385621,0
0.101942,0.839286,0.678571,0.816667,0.793333,0.708333,0.072538,0.05817,0.066539,0.560317,0.776786,0.460526,0.437908,0
0.026,0.321429,0.375,0.466667,0.346667,0.719697,0.072538,0.05817,0.066539,0.333333,0.678571,0.328947,0.362745,0
0.012072,0.428571,0.482143,0.383333,0.393333,0.94697,0.385864,0.565608,0.415976,0,0.982143,0.526316,0.359477,0
0.022,0.464286,0.482143,0.633333,0.506667,0.829545,0.74712,0.601807,0.634985,0.777778,0.955357,0.526316,0.372549,0
0.1,0.525223,0.54544,0.565506,0.525917,0.761364,0.819372,0.565608,0.707988,0.888889,0.816964,0.552632,0.45098,0
0.0428,0.525223,0.54544,0.565506,0.525917,0.643939,0.710995,0.565608,0.890496,0.560317,0.758929,0.460526,0.316993,0
0.1,0.339286,0.589286,0.383333,0.4,0.674242,0.349738,0.529408,0.306472,0.560317,0.633929,0.526316,0.281046,0
0.022242,0.446429,0.357143,0.266667,0.306667,0.882576,0.072538,0.05817,0.066539,0.111111,0.875,0.552632,0.477124,0
0.09,0.410714,1,0.466667,0.613333,0.643939,0.349738,0.963801,0.452478,0.560317,0.741071,0.473684,0.496732,0
0.042835,0.625,0.642857,0.783333,0.686667,0.693182,0.072538,0.05817,0.066539,0.666667,0.732143,0.5,0.267974,0
0.2,0.696429,0.839286,0.95,0.853333,0.681818,0.072538,0.05817,0.066539,1,0.745536,0.526316,0.411765,0
0.01,0.525223,0.54544,0.565506,0.525917,0.882576,0.313613,0.239813,0.306472,0.111111,0.875,0.381579,0.411765,0
0.101942,1,0.75,0.733333,0.846667,1,0.891623,0.891402,0.74449,0.555556,1,0.631579,0.787582,0
0.095,0.696429,0.714286,0.533333,0.64,0.734848,0.74712,0.819003,0.671487,0.777778,0.732143,0.578947,0.519608,0
0.076,0.767857,0.625,0.716667,0.706667,0.863636,0.072538,0.05817,0.066539,0.888889,0.861607,0.407895,0.470588,0
0.14,0.696429,0.571429,0.966667,0.76,0.92803,0.855497,0.638006,0.890496,0.555556,1,0.513158,0.509804,0
0.024,0.525223,0.54544,0.565506,0.525917,0.659091,0.819372,0.710405,0.707988,0.666667,0.647321,0.618421,0.535948,0
0.2,0.910714,0.839286,0.966667,0.94,0.924242,0.072538,0.05817,0.066539,0.560317,0.941964,0.421053,0.522876,0
0.06,0.517857,0.732143,0.5,0.566667,0.829545,0.74712,0.710405,0.525481,0.666667,0.941964,0.394737,0.431373,0
0.04,0.75,0.678571,0.716667,0.72,0.728639,0.855497,0.674206,0.817493,0.444444,0.756433,0.473684,0.728758,0
0.058,0.625,0.482143,0.616667,0.56,0.647727,0.819372,0.45701,0.671487,0.555556,0.65625,0.460526,0.421569,0
0.2,0.553571,0.464286,0.616667,0.526667,0.728639,0.530366,0.493209,0.671487,0.888889,0.756433,0.552632,0.542484,0
0.03,0.589286,0.714286,0.8,0.706667,0.943182,0.072538,0.05817,0.066539,0.777778,1,0.552632,0.503268,0
0.1,0.607143,0.696429,0.616667,0.633333,0.795455,0.072538,0.05817,0.066539,1,0.776786,0.552632,0.477124,0
0.02,0.696429,0.839286,0.583333,0.706667,0.666667,0.072538,0.05817,0.066539,1,0.785714,0.394737,0.248366,0
0.208,0.535714,0.75,0.633333,0.633333,0.685606,0.072538,0.05817,0.066539,0.222222,0.723214,0.578947,0.441176,0
0.35,0.607143,0.571429,0.666667,0.606667,0.829545,0.072538,0.05817,0.066539,1,0.816964,0.526316,0.490196,0
0.09,0.392857,0.339286,0.583333,0.406667,0.916667,0.494241,0.348412,0.488979,0.560317,1,0.526316,0.385621,0
0.0145,0.732143,0.625,0.783333,0.72,0.916667,0.963874,0.819003,0.780991,0.444444,0.915179,0.565789,0.464052,0
0.135,0.642857,0.821429,0.8,0.766667,0.753788,0.072538,0.05817,0.066539,1,0.736607,0.513158,0.379085,0
0.06,0.660714,0.464286,0.616667,0.566667,0.742424,0.072538,0.05817,0.066539,0.888889,0.839286,0.526316,0.333333,0
0.0386,0.821429,0.642857,0.816667,0.773333,0.893939,0.072538,0.05817,0.066539,0.888889,0.90625,0.315789,0.411765,0
0.27,0.392857,0.642857,0.4,0.446667,0.587121,0.072538,0.05817,0.066539,0.560317,0.691964,0.328947,0.300654,0
0.062,0.785714,0.732143,0.65,0.726667,0.810606,0.819372,0.710405,0.671487,0.444444,0.834821,0.526316,0.568627,0
0.14,0.482143,0.607143,0.65,0.566667,0.625,0.072538,0.05817,0.066539,0.333333,0.589286,0.552632,0.581699,0
0.248,0.482143,0.732143,0.516667,0.56,0.791667,0.072538,0.05817,0.066539,1,0.799107,0.526316,0.30719,0
0.041611,0.5,0.303571,0.366667,0.346667,0.659091,0.072538,0.05817,0.066539,0.333333,0.732143,0.368421,0.372549,0
0.039,0.5,0.696429,0.616667,0.593333,0.833333,0.494241,0.638006,0.561982,0.666667,0.839286,0.447368,0.506536,0
0.019657,0.607143,0.464286,0.733333,0.593333,0.69697,0.072538,0.05817,0.066539,0.444444,0.642857,0.592105,0.555556,0
0.0165,0.803571,0.785714,0.633333,0.746667,0.893939,0.891623,0.963801,0.817493,0.666667,1,0.565789,0.431373,0
0.012,0.285714,0.535714,0.316667,0.333333,0.651515,0.241361,0.638006,0.379475,0,0.660714,0.263158,0.30719,0
0.066,0.517857,0.642857,0.716667,0.62,0.708333,0.072538,0.05817,0.066539,0.560317,0.834821,0.460526,0.437908,0
0.115,0.525223,0.54544,0.565506,0.525917,0.863636,0.74712,0.710405,0.890496,0.560317,0.90625,0.526316,0.437908,0
0.035305,0.625,0.678571,0.7,0.666667,0.727273,0.072538,0.05817,0.066539,0.888889,0.776786,0.526316,0.281046,0
0.09,0.357143,0.357143,0.466667,0.353333,0.44697,0.072538,0.05817,0.066539,0.222222,0.388393,0.552632,0.346405,0
0.101942,0.767857,0.660714,0.866667,0.78,0.882576,0.072538,0.05817,0.066539,1,1,0.526316,0.359477,0
0.035,0.525223,0.54544,0.565506,0.525917,0.746212,0.674869,0.746604,0.634985,0.560317,0.84375,0.526316,0.359477,0
0.2,0.482143,0.553571,0.683333,0.56,0.761364,0.638743,0.674206,0.671487,0.444444,0.732143,0.526316,0.51634,0
0.064215,0.553571,0.5,0.483333,0.486667,0.659091,0.458115,0.493209,0.598484,0.222222,0.651786,0.578947,0.411765,0
0.023373,0.607143,0.553571,0.716667,0.62,0.863636,0.072538,0.05817,0.066539,0.888889,0.875,0.460526,0.437908,0
0.07,0.767857,0.571429,0.65,0.66,0.878788,0.072538,0.05817,0.066539,0.666667,0.888393,0.565789,0.457516,0
0.06,0.875,0.732143,0.75,0.8,0.659091,0.072538,0.05817,0.066539,1,0.625,0.526316,0.45098,0
0.108,0.678571,0.5,0.566667,0.566667,0.723485,0.072538,0.05817,0.066539,0.560317,0.758929,0.526316,0.385621,0
0.019,0.839286,0.839286,0.783333,0.84,0.780303,0.072538,0.05817,0.066539,0.333333,0.763393,0.526316,0.464052,0
0.2,0.571429,0.678571,0.566667,0.593333,0.738636,0.072538,0.05817,0.066539,1,0.763393,0.526316,0.415033,0
0.052,0.642857,0.839286,0.783333,0.766667,0.742424,0.072538,0.05817,0.066539,1,0.714286,0.578947,0.594771,0
0.045,0.767857,0.678571,0.666667,0.706667,0.94697,0.072538,0.05817,0.066539,0.888889,0.959821,0.631579,0.490196,0
0.057,0.607143,0.517857,0.733333,0.613333,0.659091,0.072538,0.05817,0.066539,0.777778,0.651786,0.460526,0.300654,0
0.03,0.660714,0.410714,0.6,0.54,0.643939,0.072538,0.05817,0.066539,0.555556,0.620536,0.434211,0.424837,0
0.101942,0.928571,0.678571,0.783333,0.813333,0.958333,0.072538,0.05817,0.066539,0.777778,0.977679,0.526316,0.503268,0
0.032,0.589286,0.678571,0.466667,0.56,0.583333,0.674869,0.638006,0.707988,0.555556,0.508929,0.513158,0.359477,0
0.02,0.660714,0.732143,0.666667,0.686667,0.742424,0.072538,0.05817,0.066539,0.666667,0.794643,0.526316,0.281046,0
0.08,0.607143,0.410714,0.666667,0.546667,0.761364,0.072538,0.05817,0.066539,0.777778,0.732143,0.460526,0.385621,0
0.101942,0.589286,0.696429,0.55,0.6,0.897727,0.072538,0.05817,0.066539,0.777778,0.977679,0.526316,0.320261,0
0.024,0.232143,0.321429,0.416667,0.273333,0.636364,0.072538,0.05817,0.066539,0.222222,0.700893,0.394737,0.248366,0
0.035,0.482143,0.678571,0.516667,0.54,0.742424,0.458115,0.638006,0.525481,0.888889,0.834821,0.434211,0.27451,0
0.018,0.375,0.553571,0.533333,0.46,0.621212,0.205236,0.565608,0.525481,0.777778,0.571429,0.526316,0.385621,0
0.015,0.589286,0.696429,0.633333,0.633333,0.80303,0.072538,0.05817,0.066539,0.560317,0.84375,0.421053,0.228758,0
0.043,0.535714,0.428571,0.666667,0.526667,0.738636,0.494241,0.45701,0.671487,0.560317,0.808036,0.421053,0.398693,0
0.068,0.803571,0.535714,0.833333,0.733333,0.674242,0.072538,0.05817,0.066539,1,0.633929,0.526316,0.552288,0
0.101942,0.714286,0.839286,0.783333,0.793333,0.628788,0.072538,0.05817,0.066539,1,0.598214,0.486842,0.392157,0
0.222,0.785714,0.803571,0.766667,0.8,0.920455,0.072538,0.05817,0.066539,0.777778,0.946429,0.552632,0.529412,0
0.1,0.678571,0.642857,0.716667,0.68,0.829545,0.072538,0.05817,0.066539,1,0.830357,0.552632,0.320261,0
0.13,0.892857,0.964286,0.716667,0.88,0.734848,0.963874,0.855203,0.817493,1,0.71875,0.355263,0.522876,0
0.178,0.714286,0.875,0.9,0.853333,0.875,0.072538,0.05817,0.066539,1,0.928571,0.605263,0.568627,0
0.024,0.525223,0.54544,0.565506,0.525917,0.848485,0.638743,0.312212,0.379475,0.111111,1,0.526316,0.330065,0
0.0216,0.660714,0.714286,0.466667,0.6,0.693182,0.072538,0.05817,0.066539,0.777778,0.651786,0.578947,0.464052,0
0.216666,0.525223,0.54544,0.565506,0.525917,0.916667,0.819372,0.529408,0.74449,0.560317,0.955357,0.526316,0.490196,0
0.15,0.821429,0.767857,0.8,0.813333,0.666667,0.072538,0.05817,0.066539,0.777778,0.598214,0.447368,0.477124,0
0.07715,0.525223,0.54544,0.565506,0.525917,0.734848,0.385864,0.42081,0.525481,0.555556,0.754464,0.5,0.267974,0
0.120468,0.892857,0.803571,0.85,0.873333,0.973485,0.072538,0.05817,0.066539,0.777778,1,0.552632,0.581699,0
0.17,0.553571,0.928571,0.75,0.753333,0.659091,0.674869,0.927601,0.780991,0.560317,0.625,0.657895,0.777778,0
0.095,0.589286,0.535714,0.566667,0.546667,0.715909,0.710995,0.45701,0.488979,0.888889,0.665179,0.552632,0.424837,0
0.101942,0.678571,0.642857,0.6,0.633333,0.814394,0.710995,0.710405,0.561982,1,0.8125,0.578947,0.594771,0
0.101942,0.5,0.821429,0.65,0.653333,0.640152,0.783246,0.855203,0.598484,1,0.620536,0.644737,0.496732,0
0.2,0.767857,0.732143,0.716667,0.746667,0.810606,0.072538,0.05817,0.066539,0.777778,0.821429,0.526316,0.437908,0
0.050149,0.525223,0.54544,0.565506,0.525917,0.867424,0.855497,0.855203,0.926997,0.333333,0.84375,0.578947,0.594771,0
0.500001,0.214286,0.410714,0.316667,0.26,0.728639,0.072538,0.05817,0.066539,0.560317,0.756433,0.328947,0.235294,0
0.07,0.696429,0.553571,0.8,0.686667,0.613636,0.072538,0.05817,0.066539,0.666667,0.584821,0.526316,0.281046,0
0.195,0.535714,0.660714,0.583333,0.58,0.693182,0.072538,0.05817,0.066539,0.888889,0.651786,0.526316,0.437908,0
0.174,0.839286,0.625,0.783333,0.76,0.674242,0.072538,0.05817,0.066539,1,0.71875,0.526316,0.415033,0
0.046,0.535714,0.767857,0.633333,0.64,0.810606,0.072538,0.05817,0.066539,0.777778,0.955357,0.526316,0.281046,0
0.1,0.392857,0.857143,0.566667,0.593333,0.549242,0.072538,0.05817,0.066539,0.560317,0.647321,0.328947,0.235294,0
0.500001,0.267857,0.803571,0.483333,0.493333,0.728639,0.072538,0.05817,0.066539,0.888889,0.756433,0.460526,0.313725,0
0.01606,0.285714,1,0.583333,0.613333,0.728639,0.072538,0.05817,0.066539,0.560317,0.756433,0.263158,0.267974,0
0.1,0.321429,0.732143,0.566667,0.52,0.579545,0.072538,0.05817,0.066539,0.560317,0.629464,0.394737,0.333333,0
0.101942,0.525223,0.54544,0.565506,0.525917,0.598485,0.313613,0.819003,0.379475,0.560317,0.705357,0.526316,0.346405,0
0.06,0.232143,0.785714,0.5,0.48,0.674242,0.072538,0.05817,0.066539,0.560317,0.794643,0.394737,0.300654,0
0.05538,0.525223,0.54544,0.565506,0.525917,0.674242,0.602618,0.45701,0.488979,0.560317,0.754464,0.526316,0.385621,0
