@relation 'admission_stats-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,13'

@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute HSGPAunweighted numeric
@attribute Firststyrunitsforgpa numeric
@attribute Firststyeartotcumunits numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
0.07,0.607143,0.5,0.6,0.553333,0.753788,0,0,0,0.444444,0.790179,0.552632,0.437908,3
0.25,0.535714,0.625,0.616667,0.58,0.848485,0,0,0,1,0.959821,0.460526,0.30719,3
0.053137,0.535714,0.785714,0.516667,0.6,0.673346,0.458115,0.638006,0.671487,1,0.695904,0.552632,0.320261,3
0.01,0.928571,0.625,0.783333,0.793333,0.863636,0,0,0,0.444444,0.848214,0.552632,0.411765,3
0.03,0.428456,0.45563,0.46248,0.415051,0.693182,0.385864,0.384611,0.306472,0.555556,0.732143,0.394737,0.333333,3
0.008,0.5,0.517857,0.4,0.44,0.674242,0,0,0,0.111111,0.665179,0.407895,0.20915,3
0.185,0.5,0.75,0.75,0.666667,0.814394,0,0,0,0.333333,0.8125,0.565789,0.352941,3
0.099,0.5,0.535714,0.516667,0.493333,0.594697,0.530366,0.529408,0.598484,1,0.651786,0.486842,0.287582,3
0.11,0.5,0.553571,0.55,0.513333,0.704545,0,0,0,0.333333,0.683036,0.513158,0.509804,3
0.184,0.732143,0.892857,0.866667,0.853333,0.530303,0,0,0,0.888889,0.625,0.513158,0.352941,3
0.014,0.303571,0.642857,0.35,0.393333,0.893939,0,0,0,0.111111,0.910714,0.368421,0.372549,3
0.030358,0.375,0.285714,0.416667,0.313333,0.659091,0,0,0,0.222222,0.6875,0.368421,0.215686,3
0.072572,0.660714,0.517857,0.533333,0.553333,0.719697,0,0,0,0.555556,0.723214,0.526316,0.281046,3
0.075898,0.75,0.732143,0.766667,0.76,0.602273,0,0,0,1,0.575893,0.486842,0.470588,3
0.087,0.446429,0.392857,0.4,0.373333,0.587121,0,0,0,1,0.571429,0.552632,0.352941,3
0.075898,0.714286,0.732143,0.55,0.66,0.412879,0,0,0,1,0.486607,0.328947,0.215686,3
0.128,0.732143,0.714286,0.866667,0.786667,0.469697,0,0,0,1,0.410714,0.592105,0.313725,3
0.3,0.607143,0.696429,0.75,0.686667,0.564394,0.566492,0.746604,0.561982,0.888889,0.553571,0.618421,0.562092,3
0.13,0.482143,0.821429,0.783333,0.7,0.829545,0.458115,0.710405,0.561982,0.888889,0.848214,0.486842,0.405229,3
0,0.428456,0.45563,0.46248,0.415051,0.742424,0,0,0,0.111111,0.714286,0.460526,0.248366,3
0.0872,0.428571,0.678571,0.5,0.513333,0.564394,0.566492,0.565608,0.342973,0.888889,0.513393,0.394737,0.300654,3
0.015527,0.392857,0.517857,0.5,0.44,0.893939,0,0,0,0.888889,0.924107,0.526316,0.281046,3
0.012,0.660714,0.517857,0.433333,0.513333,0.708333,0.638743,0.565608,0.598484,0.666667,0.754464,0.460526,0.385621,3
0.02,0.5,0.482143,0.5,0.466667,0.795455,0,0,0,0.111111,0.776786,0.526316,0.415033,3
0.074448,0.5,0.589286,0.516667,0.513333,0.640152,0.313613,0.565608,0.561982,1,0.633929,0.5,0.267974,3
0.046,0.696429,0.607143,0.766667,0.693333,0.772727,0,0,0,0.888889,0.821429,0.526316,0.388889,3
0.028,0.357143,0.410714,0.383333,0.34,0.670455,0.42199,0.601807,0.415976,0.111111,0.758929,0.460526,0.281046,3
0,0.535714,0.482143,0.566667,0.506667,0.795455,0,0,0,0.666667,0.857143,0.526316,0.411765,3
0.0204,0.446429,0.428571,0.5,0.426667,0.810606,0.458115,0.493209,0.452478,0.222222,0.866071,0.526316,0.333333,3
0.032,0.428571,0.392857,0.416667,0.373333,0.621212,0.674869,0.384611,0.415976,0.111111,0.642857,0.552632,0.310458,3
0.018,0.696429,0.767857,0.533333,0.66,0.731061,0.891623,0.782804,0.525481,0.888889,0.723214,0.513158,0.372549,3
0.035,0.428456,0.45563,0.46248,0.415051,0.795455,0.674869,0.710405,0.74449,0.888889,0.776786,0.552632,0.359477,3
0.04,0.357143,0.517857,0.466667,0.413333,0.867424,0.349738,0.565608,0.488979,0.666667,0.933036,0.526316,0.362745,3
0.0189,0.303571,0.232143,0.383333,0.253333,0.829545,0.385864,0.312212,0.26997,0.111111,0.799107,0.315789,0.323529,3
0.075898,0.625,0.535714,0.733333,0.626667,0.621212,0,0,0,0.479155,0.651786,0.552632,0.477124,3
0.026,0.464286,0.5,0.383333,0.413333,0.674242,0,0,0,0.444444,0.683036,0.394737,0.385621,3
0.011,0.535714,0.392857,0.4,0.406667,0.685606,0,0,0,0.111111,0.723214,0.460526,0.248366,3
0.030959,0.446429,0.714286,0.5,0.533333,0.791667,0.566492,0.782804,0.488979,0.444444,0.888393,0.526316,0.281046,3
0.038147,0.642857,0.696429,0.65,0.66,0.606061,0.530366,0.638006,0.561982,1,0.553571,0.578947,0.568627,3
0.075898,0.517857,0.428571,0.6,0.493333,0.356061,0,0,0,0.479155,0.419643,0.526316,0.281046,3
0.05,0.642857,0.535714,0.666667,0.606667,0.746212,0,0,0,0.777778,0.741071,0.263158,0.333333,3
0.16,0.428456,0.45563,0.46248,0.415051,0.674242,0.74712,0.855203,0.671487,1,0.633929,0.552632,0.359477,3
0.043,0.589286,0.732143,0.566667,0.62,0.746212,0,0,0,0.479155,0.84375,0.421053,0.261438,3
0.0396,0.5,0.535714,0.45,0.466667,0.69697,0.42199,0.601807,0.415976,0.555556,0.758929,0.394737,0.248366,3
0.045,0.392857,0.767857,0.333333,0.466667,0.833333,0.819372,0.674206,0.452478,1,0.879464,0.328947,0.30719,3
0.022,0.642857,0.714286,0.6,0.646667,0.738636,0,0,0,0.333333,0.723214,0.460526,0.460784,3
0.09,0.428456,0.45563,0.46248,0.415051,0.515152,0.638743,0.710405,0.561982,0.777778,0.459821,0.447368,0.27451,3
0.05,0.392857,0.410714,0.466667,0.386667,0.564394,0.494241,0.493209,0.488979,0.479155,0.625,0.394737,0.248366,3
0.03256,0.517857,0.839286,0.733333,0.7,0.689394,0.494241,0.891402,0.634985,0.666667,0.665179,0.592105,0.418301,3
0.038,0.267857,0.196429,0.3,0.193333,0.583333,0,0,0,0,0.598214,0.421053,0.196078,3
0.1,0.535714,0.642857,0.7,0.62,0.643939,0,0,0,1,0.6875,0.460526,0.300654,3
0.059405,0.464286,0.482143,0.466667,0.44,0.905303,0,0,0,0.666667,0.977679,0.394737,0.248366,3
0.395,0.75,0.839286,0.683333,0.766667,0.666667,0,0,0,0.479155,0.714286,0.526316,0.385621,3
0.12,0.428456,0.45563,0.46248,0.415051,0.564394,0.385864,0.819003,0.415976,0.479155,0.589286,0.460526,0.294118,3
0.046,0.607143,0.642857,0.65,0.626667,0.625,0,0,0,0.888889,0.625,0.552632,0.437908,3
0.145,0.857143,0.75,0.716667,0.786667,0.689394,0,0,0,1,0.665179,0.276316,0.379085,3
0.08,0.696429,0.732143,0.633333,0.686667,0.727273,0,0,0,0.777778,0.691964,0.460526,0.424837,3
0.06,0.517857,0.375,0.55,0.453333,0.606061,0,0,0,0.777778,0.553571,0.421053,0.254902,3
0.152,0.553571,0.571429,0.583333,0.553333,0.784091,0,0,0,0.777778,0.8125,0.394737,0.267974,3
0.075898,0.357143,0.535714,0.566667,0.46,0.719697,0,0,0,0.777778,0.776786,0.526316,0.281046,3
0.038,0.303571,0.446429,0.433333,0.353333,0.814394,0,0,0,0.111111,0.8125,0.460526,0.300654,3
0.15,0.446429,0.339286,0.5,0.393333,0.704545,0,0,0,0.777778,0.71875,0.394737,0.183007,3
0.048,0.428456,0.45563,0.46248,0.415051,0.765152,0.602618,0.746604,0.561982,0.479155,0.745536,0.539474,0.431373,3
0.1,0.553571,0.696429,0.416667,0.533333,0.848485,0,0,0,0.444444,0.861607,0.447368,0.352941,3
0.079,0.535714,0.589286,0.816667,0.646667,0.780303,0,0,0,0.479155,0.919643,0.5,0.372549,3
0.1,0.642857,0.375,0.666667,0.546667,0.674242,0,0,0,0.888889,0.674107,0.460526,0.248366,3
0.0995,0.428456,0.45563,0.46248,0.415051,0.715909,0.458115,0.638006,0.379475,0.666667,0.799107,0.394737,0.362745,3
0.45,0.5,0.732143,0.783333,0.673333,0.594697,0,0,0,1,0.553571,0.526316,0.411765,3
0.15,0.482143,0.553571,0.583333,0.52,0.734848,0.674869,0.601807,0.598484,0.555556,0.732143,0.526316,0.333333,3
0.269,0.821429,0.767857,0.733333,0.786667,0.659091,0,0,0,1,0.625,0.486842,0.45098,3
0.022,0.767857,0.517857,0.483333,0.573333,0.818182,0,0,0,0.333333,0.825893,0.486842,0.418301,3
0.075898,0.535714,0.5,0.533333,0.5,0.405303,0,0,0,1,0.419643,0.513158,0.352941,3
0.2,0.696429,0.696429,0.6,0.66,0.674242,0,0,0,0.888889,0.633929,0.460526,0.326797,3
0.075898,0.625,0.625,0.616667,0.613333,0.742424,0,0,0,0.444444,0.714286,0.526316,0.379085,3
0.075898,0.571429,0.857143,0.566667,0.66,0.564394,0,0,0,0.479155,0.607143,0.394737,0.281046,3
0.01,0.714286,0.553571,0.666667,0.64,0.55303,0,0,0,0.222222,0.491071,0.526316,0.362745,3
0.067,0.375,0.678571,0.466667,0.48,0.708333,0.458115,0.710405,0.488979,0.666667,0.754464,0.513158,0.300654,3
0.0125,0.428571,0.357143,0.366667,0.34,0.761364,0,0,0,0.555556,0.700893,0.578947,0.411765,3
0.095,0.571429,0.767857,0.583333,0.633333,0.621212,0,0,0,0.222222,0.553571,0.618421,0.405229,3
0.031,0.321429,0.285714,0.5,0.326667,0.640152,0.241361,0.312212,0.452478,0.666667,0.683036,0.394737,0.30719,3
0.035,0.553571,0.446429,0.566667,0.5,0.67803,0,0,0,0.222222,0.602679,0.5,0.313725,3
0.035,0.410714,0.357143,0.633333,0.44,0.647727,0,0,0,0.333333,0.714286,0.460526,0.248366,3
0.3,0.839286,0.642857,0.766667,0.76,0.606061,0,0,0,0.479155,0.678571,0.526316,0.281046,3
0.0178,0.178571,0.446429,0.283333,0.246667,0.795455,0,0,0,0.444444,0.857143,0.328947,0.333333,3
0.193,0.75,0.678571,0.666667,0.7,0.719697,0,0,0,0.777778,0.678571,0.460526,0.379085,3
0.02,0.446429,0.375,0.466667,0.393333,0.55303,0,0,0,1,0.571429,0.5,0.281046,3
0.01296,0.428456,0.45563,0.46248,0.415051,0.382576,0.530366,0.384611,0.415976,1,0.450893,0.526316,0.281046,3
0.05,0.375,0.625,0.533333,0.486667,0.606061,0,0,0,0.555556,0.714286,0.460526,0.267974,3
0.082,0.821429,0.607143,0.833333,0.766667,0.799242,0,0,0,0.479155,0.794643,0.552632,0.503268,3
0.036009,0.464286,0.535714,0.416667,0.44,0.628788,0,0,0,0.111111,0.598214,0.526316,0.411765,3
0.085,0.517857,0.535714,0.7,0.573333,0.659091,0,0,0,0.555556,0.611607,0.526316,0.437908,3
0.069,0.482143,0.678571,0.4,0.493333,0.829545,0.566492,0.638006,0.525481,0.444444,0.799107,0.434211,0.267974,3
0.027,0.517857,0.178571,0.55,0.38,0.787879,0.783246,0.239813,0.634985,0,0.785714,0.526316,0.490196,3
0.089,0.267857,0.303571,0.416667,0.28,0.810606,0,0,0,0.479155,0.821429,0.5,0.287582,3
0.082,0.357143,0.482143,0.433333,0.386667,0.878788,0.458115,0.45701,0.561982,0.555556,0.959821,0.394737,0.277778,3
0.064,0.696429,0.446429,0.583333,0.56,0.674242,0,0,0,0.333333,0.754464,0.5,0.267974,3
0.073,0.535714,0.553571,0.633333,0.56,0.670455,0.42199,0.42081,0.634985,0.666667,0.665179,0.552632,0.346405,3
0.13,0.625,0.571429,0.766667,0.653333,0.674242,0.458115,0.42081,0.74449,1,0.642857,0.526316,0.51634,3
0.001318,0.517857,0.589286,0.533333,0.526667,0.674242,0,0,0,0.479155,0.754464,0.644737,0.464052,3
0.12,0.660714,0.678571,0.566667,0.626667,0.742424,0,0,0,0.888889,0.714286,0.526316,0.333333,3
0.075,0.625,0.785714,0.65,0.686667,0.693182,0,0,0,1,0.691964,0.552632,0.398693,3
0.057,0.875,0.696429,0.716667,0.773333,0.708333,0,0,0,0.666667,0.674107,0.460526,0.437908,3
0.08,0.732143,0.589286,0.733333,0.686667,0.734848,0,0,0,0.444444,0.732143,0.526316,0.385621,3
0.042,0.5,0.696429,0.45,0.526667,0.753788,0,0,0,0.666667,0.758929,0.526316,0.359477,3
0.033,0.553571,0.571429,0.533333,0.533333,0.640152,0,0,0,0.666667,0.642857,0.526316,0.405229,3
0.038,0.482143,0.375,0.55,0.44,0.742424,0,0,0,0.666667,0.834821,0.486842,0.294118,3
0.058,0.446429,0.625,0.65,0.56,0.659091,0,0,0,0.666667,0.625,0.618421,0.51634,3
0.035,0.678571,0.892857,0.85,0.826667,0.606061,0,0,0,0.888889,0.553571,0.526316,0.385621,3
0.145,0.428456,0.45563,0.46248,0.415051,0.734848,0.783246,0.601807,0.74449,1,0.71875,0.5,0.480392,3
0.045,0.392857,0.303571,0.516667,0.366667,0.659091,0,0,0,0.333333,0.732143,0.394737,0.310458,3
0.24,0.964286,0.785714,0.666667,0.82,0.715909,0,0,0,1,0.776786,0.565789,0.496732,3
0.16,0.5,0.642857,0.533333,0.54,0.753788,0,0,0,0.777778,0.794643,0.473684,0.254902,3
0.146,0.571429,0.767857,0.466667,0.586667,0.606061,0.494241,0.674206,0.525481,0.777778,0.553571,0.565789,0.437908,3
0.2,0.714286,0.767857,0.683333,0.726667,0.530303,0.963874,0.891402,0.780991,0.888889,0.477679,0.552632,0.545752,3
0.18,0.428456,0.45563,0.46248,0.415051,0.719697,0.855497,0.601807,0.74449,0.666667,0.75,0.539474,0.457516,3
0.088,0.642857,0.678571,0.616667,0.64,0.67803,0.602618,0.638006,0.671487,0.444444,0.665179,0.526316,0.493464,3
0.18,0.732143,0.75,0.733333,0.746667,0.617424,0.819372,0.710405,0.671487,0.888889,0.598214,0.460526,0.464052,3
0.068,0.446429,0.464286,0.5,0.44,0.765152,0,0,0,1,0.803571,0.513158,0.676471,3
0.045,0.410714,0.482143,0.633333,0.486667,0.814394,0.385864,0.312212,0.525481,0.666667,0.888393,0.526316,0.281046,3
0.020939,0.428456,0.45563,0.46248,0.415051,0.515152,0.277487,0.45701,0.342973,0.666667,0.441964,0.368421,0.267974,3
0.028,0.732143,0.714286,0.666667,0.706667,0.704545,0,0,0,0.777778,0.71875,0.460526,0.359477,3
0.12,0.589286,0.428571,0.583333,0.513333,0.776515,0,0,0,0.888889,0.794643,0.526316,0.379085,3
0.075898,0.428456,0.45563,0.46248,0.415051,0.670455,0.819372,0.674206,0.488979,1,0.758929,0.578947,0.30719,3
0.132,0.625,0.767857,0.783333,0.733333,0.833333,0,0,0,0.479155,0.946429,0.565789,0.352941,3
0.063,0.553571,0.767857,0.583333,0.626667,0.704545,0,0,0,1,0.816964,0.513158,0.457516,3
0.085,0.410714,0.607143,0.383333,0.433333,0.742424,0,0,0,0.222222,0.794643,0.460526,0.281046,3
0.075,0.5,0.517857,0.6,0.52,0.829545,0.674869,0.601807,0.488979,1,0.866071,0.526316,0.411765,3
0.22,0.678571,0.732143,0.516667,0.633333,0.689394,0,0,0,0.479155,0.736607,0.526316,0.385621,3
0.041,0.392857,0.482143,0.483333,0.42,0.530303,0.458115,0.565608,0.561982,0.333333,0.495536,0.578947,0.359477,3
0.02,0.75,0.517857,0.816667,0.7,0.848485,0.855497,0.601807,0.890496,0.888889,0.834821,0.368421,0.578431,3
0.052657,0.5,0.410714,0.566667,0.466667,0.708333,0,0,0,0.479155,0.714286,0.434211,0.30719,3
0.114395,0.428571,0.553571,0.416667,0.433333,0.772727,0,0,0,0.479155,0.910714,0.394737,0.300654,3
0.0221,0.428456,0.45563,0.46248,0.415051,0.57197,0.530366,0.674206,0.342973,0.666667,0.633929,0.513158,0.27451,3
0.075898,0.392857,0.857143,0.516667,0.573333,0.579545,0,0,0,0.479155,0.59375,0.460526,0.359477,3
0.0299,0.428456,0.45563,0.46248,0.415051,0.784091,0.530366,0.529408,0.525481,0.333333,0.8125,0.486842,0.313725,3
0.1,0.767857,0.678571,0.666667,0.706667,0.674242,0,0,0,1,0.674107,0.578947,0.30719,3
0.075898,0.589286,0.625,0.6,0.593333,0.799242,0,0,0,0.888889,0.830357,0.618421,0.431373,3
0.06,0.535714,0.571429,0.6,0.553333,0.829545,0.42199,0.710405,0.598484,0.444444,0.816964,0.578947,0.385621,3
0.2,0.767857,0.625,0.633333,0.673333,0.829545,0,0,0,0.777778,0.830357,0.513158,0.614379,3
0.046,0.446429,0.553571,0.65,0.533333,0.810606,0,0,0,0.777778,0.834821,0.526316,0.333333,3
0.023,0.357143,0.428571,0.366667,0.34,0.776515,0.385864,0.42081,0,0.666667,0.834821,0.526316,0.281046,3
0.0528,0.375,0.392857,0.483333,0.38,0.795455,0.385864,0.312212,0.415976,0.111111,0.803571,0.460526,0.362745,3
0.0505,0.339286,0.303571,0.383333,0.293333,0.727273,0,0,0,0.479155,0.691964,0.460526,0.215686,3
0.030652,0.678571,0.875,0.6,0.72,0.719697,0,0,0,0.479155,0.723214,0.552632,0.444444,3
0.016,0.446429,0.357143,0.416667,0.366667,0.564394,0.42199,0.276013,0.415976,0.111111,0.513393,0.565789,0.352941,3
0.124,0.589286,0.517857,0.616667,0.56,0.689394,0,0,0,0.479155,0.700893,0.394737,0.398693,3
0.072,0.428456,0.45563,0.46248,0.415051,0.337121,0,0,0,0.479155,0.330357,0.526316,0.281046,3
0.015929,0.410714,0.303571,0.366667,0.313333,0.776515,0.349738,0.276013,0.342973,0.222222,0.754464,0.526316,0.235294,3
0.0135,0.714286,0.303571,0.716667,0.566667,0.681818,0.783246,0.384611,0.671487,0.444444,0.75,0.486842,0.336601,3
0.185,0.785714,0.785714,0.75,0.786667,0.67803,0,0,0,0.333333,0.665179,0.526316,0.490196,3
0.098,0.696429,0.482143,0.716667,0.626667,0.772727,0,0,0,0.777778,0.776786,0.526316,0.437908,3
0.13,0.535714,0.553571,0.616667,0.553333,0.753788,0,0,0,0.888889,0.84375,0.526316,0.281046,3
0.027,0.589286,0.553571,0.533333,0.54,0.734848,0,0,0,0.479155,0.745536,0.526316,0.281046,3
0.075898,0.410714,0.535714,0.533333,0.466667,0.609848,0,0,0,0.777778,0.683036,0.263158,0.281046,3
0.025,0.267857,0.464286,0.466667,0.36,0.761364,0,0,0,0.222222,0.857143,0.460526,0.333333,3
0.046,0.410714,0.535714,0.416667,0.42,0.810606,0,0,0,0.111111,0.848214,0.394737,0.411765,3
0.022,0.339286,0.303571,0.416667,0.306667,0.564394,0,0,0,0.333333,0.553571,0.421053,0.297386,3
0.0415,0.553571,0.607143,0.516667,0.54,0.689394,0.638743,0.312212,0.598484,0.479155,0.665179,0.526316,0.607843,3
0.036,0.285714,0.375,0.316667,0.273333,0.647727,0,0,0,0.222222,0.678571,0.355263,0.228758,3
0.034,0.428456,0.45563,0.46248,0.415051,0.534091,0.458115,0.45701,0.525481,0.666667,0.629464,0.394737,0.245098,3
0.075898,0.5,0.357143,0.5,0.42,0.507576,0.74712,0.276013,0.379475,0.479155,0.553571,0.394737,0.24183,3
0.025,0.482143,0.678571,0.616667,0.58,0.674242,0,0,0,1,0.754464,0.526316,0.281046,3
0.04,0.482143,0.392857,0.516667,0.433333,0.666667,0.385864,0.384611,0.415976,0.666667,0.6875,0.460526,0.558824,3
0.00002,0.428456,0.45563,0.46248,0.415051,0.488636,0.060733,0.312212,0.233469,0,0.553571,0.421053,0.356209,3
0,0.625,0.678571,0.45,0.566667,0.867424,0.819372,0.782804,0.598484,0.222222,0.875,0.552632,0.385621,3
0.02,0.232143,0.285714,0.35,0.233333,0.761364,0,0,0,0.222222,0.857143,0.460526,0.333333,3
0.327,0.75,0.446429,0.533333,0.56,0.602273,0,0,0,0.479155,0.616071,0.394737,0.281046,3
0.03,0.625,0.321429,0.566667,0.48,0.829545,0,0,0,0.666667,0.816964,0.5,0.529412,3
0.05304,0.446429,0.625,0.566667,0.526667,0.776515,0.530366,0.529408,0.634985,1,0.754464,0.539474,0.366013,3
0.029,0.428571,0.75,0.516667,0.546667,0.693182,0,0,0,1,0.651786,0.460526,0.405229,3
0.04,0.446429,0.535714,0.466667,0.453333,0.673346,0,0,0,0.222222,0.695904,0.552632,0.346405,3
0.0486,0.714286,0.732143,0.716667,0.726667,0.719697,0,0,0,1,0.700893,0.578947,0.620915,3
0.049,0.571429,0.553571,0.6,0.56,0.742424,0.638743,0.565608,0.598484,0.222222,0.834821,0.460526,0.411765,3
0.048,0.482143,0.464286,0.366667,0.4,0.57197,0,0,0,0.333333,0.553571,0.421053,0.261438,3
0.059,0.857143,0.892857,0.95,0.933333,0.609848,0.963874,0.891402,0.853994,0.888889,0.571429,0.5,0.555556,3
0.014,0.857143,0.571429,0.716667,0.72,0.685606,0,0,0,0.888889,0.776786,0.592105,0.281046,3
0.18,0.571429,0.571429,0.633333,0.58,0.659091,0,0,0,1,0.732143,0.434211,0.267974,3
0.043,0.5,0.714286,0.65,0.613333,0.632576,0,0,0,0.479155,0.669643,0.552632,0.294118,3
0.03,0.482143,0.5,0.533333,0.48,0.791667,0,0,0,0.222222,0.763393,0.578947,0.405229,3
0.0135,0.785714,0.625,0.55,0.646667,0.416667,0,0,0,0.666667,0.491071,0.526316,0.281046,3
0.35,0.660714,0.821429,0.883333,0.806667,0.693182,0,0,0,1,0.651786,0.578947,0.542484,3
0.095,0.339286,0.642857,0.416667,0.433333,0.583333,0,0,0,0.888889,0.589286,0.460526,0.248366,3
0.024,0.410714,0.321429,0.433333,0.346667,0.674242,0,0,0,0.666667,0.633929,0.526316,0.320261,3
0.013,0.196429,0.303571,0.316667,0.213333,0.617424,0.385864,0.42081,0.306472,0,0.611607,0.526316,0.248366,3
0.425329,0.464286,0.714286,0.666667,0.606667,0.689394,0,0,0,1,0.776786,0.526316,0.333333,3
0.135,0.607143,0.678571,0.766667,0.686667,0.746212,0.458115,0.638006,0.671487,0.479155,0.741071,0.526316,0.333333,3
0.107,0.714286,0.535714,0.766667,0.673333,0.905303,0,0,0,0.888889,0.977679,0.447368,0.379085,3
0.025,0.428456,0.45563,0.46248,0.415051,0.55303,0,0,0,0.222222,0.651786,0.460526,0.281046,3
0.024508,0.589286,0.821429,0.666667,0.693333,0.712121,0,0,0,0.777778,0.696429,0.526316,0.562092,3
0.042992,0.607143,0.660714,0.683333,0.646667,0.738636,0,0,0,0.666667,0.785714,0.552632,0.346405,3
0.055,0.428571,0.357143,0.466667,0.38,0.848485,0,0,0,0.333333,0.848214,0.513158,0.418301,3
0.0217,0.482143,0.446429,0.65,0.506667,0.674242,0.674869,0.348412,0.598484,0,0.674107,0.394737,0.235294,3
0.033294,0.25,0.321429,0.333333,0.246667,0.742424,0,0,0,0.111111,0.754464,0.460526,0.281046,3
0.02,0.267857,0.25,0.366667,0.24,0.564394,0,0,0,0,0.665179,0.394737,0.267974,3
0.19,0.428456,0.45563,0.46248,0.415051,0.704545,0.783246,0.710405,0.817493,0.479155,0.736607,0.578947,0.333333,3
0.075898,0.839286,0.607143,0.533333,0.653333,0.700758,0.710995,0.674206,0.671487,0.479155,0.6875,0.526316,0.183007,3
0.038,1,0.892857,0.816667,0.933333,0.848485,0,0,0,0.555556,0.834821,0.513158,0.594771,3
0.075898,0.446429,0.553571,0.633333,0.526667,0.715909,0,0,0,0.479155,0.790179,0.486842,0.27451,3
0.018,0.339286,0.428571,0.45,0.366667,0.772727,0,0,0,0.444444,0.763393,0.460526,0.366013,3
0.024345,0.321429,0.267857,0.316667,0.246667,0.522727,0,0,0,0.479155,0.598214,0.368421,0.27451,3
0.06,0.696429,0.732143,0.6,0.673333,0.795455,0,0,0,1,0.879464,0.460526,0.310458,3
0.047881,0.410714,0.071429,0.466667,0.266667,0.863636,0,0,0,0.666667,0.90625,0.526316,0.281046,3
0.3,0.428456,0.45563,0.46248,0.415051,0.700758,0.566492,0.565608,0.817493,0.888889,0.741071,0.5,0.267974,3
0.036,0.464286,0.642857,0.416667,0.48,0.772727,0,0,0,0.222222,0.866071,0.5,0.300654,3
0.1,0.589286,0.607143,0.75,0.646667,0.647727,0,0,0,0.479155,0.727679,0.526316,0.333333,3
0.075898,0.392857,0.464286,0.483333,0.413333,0.564394,0,0,0,0.479155,0.589286,0.460526,0.248366,3
0.075898,0.428456,0.45563,0.46248,0.415051,0.503788,0.710995,0.819003,0.525481,0.479155,0.508929,0.5,0.535948,3
0.0006,0.5,0.482143,0.6,0.506667,0.704545,0,0,0,0.555556,0.754464,0.526316,0.281046,3
0.031,0.589286,0.803571,0.683333,0.693333,1,0,0,0,0.666667,1,0.447368,0.421569,3
0.032,0.5,0.678571,0.616667,0.586667,0.628788,0.458115,0.601807,0.452478,0.479155,0.647321,0.526316,0.333333,3
0.035,0.392857,0.589286,0.416667,0.433333,0.674242,0,0,0,0.222222,0.633929,0.526316,0.333333,3
0.058,0.5,0.517857,0.333333,0.413333,0.848485,0,0,0,0.555556,0.875,0.447368,0.300654,3
0.049,0.5,0.553571,0.45,0.473333,0.640152,0.566492,0.638006,0.525481,1,0.665179,0.513158,0.392157,3
0.022,0.428456,0.45563,0.46248,0.415051,0.583333,0,0,0,0.222222,0.53125,0.486842,0.320261,3
0.011,0.428456,0.45563,0.46248,0.415051,0.882576,0,0,0,0.111111,0.875,0.394737,0.281046,3
0.045128,0.446429,0.589286,0.55,0.506667,0.598485,0,0,0,0.444444,0.566964,0.394737,0.300654,3
0.1,0.571429,0.571429,0.666667,0.593333,0.814394,0,0,0,0.666667,0.8125,0.526316,0.333333,3
0.13,0.428456,0.45563,0.46248,0.415051,0.700758,0.819372,0.819003,0.74449,1,0.723214,0.578947,0.568627,3
0.075898,0.571429,0.553571,0.6,0.56,0.628788,0,0,0,0.666667,0.571429,0.368421,0.359477,3
0.126,0.428456,0.45563,0.46248,0.415051,0.753788,0.891623,0.746604,0.707988,1,0.8125,0.460526,0.300654,3
0.0685,0.375,0.607143,0.466667,0.453333,0.700758,0,0,0,0.111111,0.65625,0.394737,0.300654,3
0.046,0.428571,0.464286,0.366667,0.38,0.484848,0,0,0,0.555556,0.513393,0.223684,0.343137,3
0.075898,0.5,0.642857,0.55,0.546667,0.659091,0.42199,0.601807,0.525481,0.888889,0.598214,0.552632,0.45098,3
0.075898,0.428456,0.45563,0.46248,0.415051,0.916667,0,0,0,0.333333,0.955357,0.565789,0.300654,3
0.075898,0.517857,0.571429,0.6,0.546667,0.545455,0,0,0,0.555556,0.464286,0.460526,0.352941,3
0.15,0.589286,0.535714,0.566667,0.546667,0.579545,0,0,0,1,0.566964,0.684211,0.575163,3
0.007514,0.464286,0.464286,0.75,0.546667,0.617424,0,0,0,0.444444,0.727679,0.460526,0.294118,3
0.055,0.535714,0.642857,0.633333,0.593333,0.69697,0.530366,0.493209,0.525481,0.479155,0.696429,0.460526,0.300654,3
0.0288,0.267857,0.446429,0.366667,0.313333,0.568182,0,0,0,0.888889,0.642857,0.526316,0.815359,3
0.02,0.696429,0.660714,0.533333,0.62,0.742424,0,0,0,0.555556,0.794643,0.578947,0.437908,3
0.15,0.714286,0.982143,0.8,0.853333,0.893939,0,0,0,1,0.90625,0.460526,0.503268,3
0.0024,0.357143,0.339286,0.35,0.3,0.609848,0,0,0,0.555556,0.683036,0.394737,0.248366,3
0.012,0.303571,0.482143,0.416667,0.36,0.598485,0.42199,0.42081,0.415976,0.222222,0.629464,0.460526,0.281046,3
