@relation admission_stats-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute gender {Male,Female,Unknown}
@attribute Firgen numeric
@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute FirstLang {English,EnglishandAnother,Another}
@attribute HSGPAunweighted numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
Female,0,0.147,0.553571,0.607143,0.666667,0.6,0.882576,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.892857,4
Female,0,0.09302,0.767857,0.660714,0.866667,0.78,0.882576,0.571786,0.517127,0.537006,1,English,1,0
Male,1,0.035,0.561603,0.589212,0.590667,0.565904,0.746212,0.666667,0.708333,0.615385,0.623153,English,0.84375,0
Female,0,0.2,0.482143,0.553571,0.683333,0.56,0.761364,0.62963,0.625,0.653846,0.444444,Another,0.732143,0
Male,0,0.05,0.561603,0.589212,0.590667,0.565904,0.287879,0.888889,0.416667,0.538462,0.623153,EnglishandAnother,0.339286,1
Male,0,0.146,0.660714,0.892857,0.633333,0.733333,0.715909,0.571786,0.517127,0.537006,1,English,0.705357,4
Female,1,0.012743,0.553571,0.678571,0.6,0.6,0.723485,0.703704,0.625,0.538462,0.888889,English,0.727679,3
Male,0,0.215,0.714286,0.767857,0.716667,0.74,0.534091,0.571786,0.517127,0.537006,1,EnglishandAnother,0.571429,3
Female,0,0.15,0.561603,0.589212,0.590667,0.565904,0.55303,0.518519,0.375,0.538462,0.623153,EnglishandAnother,0.59375,4
Male,1,0.11,0.446429,0.607143,0.416667,0.46,0.753788,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.84375,4
Female,0,0.38,0.803571,0.625,0.816667,0.76,0.659091,0.571786,0.517127,0.537006,0.623153,English,0.642857,2
Female,0,0.3,0.732143,0.571429,0.766667,0.693333,0.734848,0.571786,0.517127,0.537006,0.888889,English,0.71875,1
Female,0,0.032,0.75,0.696429,0.75,0.74,0.776515,0.571786,0.517127,0.537006,0.777778,English,0.834821,3
Male,0,0.3,0.561603,0.589212,0.590667,0.565904,0.765152,0.555556,0.75,0.769231,0.888889,EnglishandAnother,0.745536,3
Male,1,0.034,0.482143,0.607143,0.516667,0.513333,0.780303,0.555556,0.583333,0.423077,1,EnglishandAnother,0.84375,1
Male,1,0.0185,0.660714,0.553571,0.383333,0.506667,0.674242,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.714286,2
Female,1,0.126,0.482143,0.482143,0.666667,0.526667,0.787879,0.571786,0.517127,0.537006,1,English,0.785714,2
Female,1,0.064215,0.553571,0.5,0.483333,0.486667,0.659091,0.444444,0.416667,0.576923,0.222222,Another,0.651786,0
Female,1,0.09302,0.357143,0.428571,0.4,0.353333,0.545455,0.555556,0.291667,0.346154,0.666667,Another,0.642857,1
Female,0,0.084,1,0.571429,0.966667,0.873333,0.814394,0.571786,0.517127,0.537006,0.555556,English,0.803571,2
Female,1,0.023088,0.410714,0.339286,0.483333,0.373333,0.727273,0.571786,0.517127,0.537006,0.666667,Another,0.691964,1
Male,1,0.0225,0.5,0.375,0.5,0.426667,0.659091,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.642857,3
Female,1,0.032,0.571429,0.607143,0.6,0.58,0.909091,0.571786,0.517127,0.537006,0.666667,Another,0.875,1
Male,1,0.023373,0.607143,0.553571,0.716667,0.62,0.863636,0.571786,0.517127,0.537006,0.888889,English,0.875,0
Female,0,0.067501,0.561603,0.589212,0.590667,0.565904,0.613636,0.666667,0.458333,0.384615,0.623153,English,0.6875,2
Female,0,0.07,0.767857,0.571429,0.65,0.66,0.878788,0.571786,0.517127,0.537006,0.666667,Another,0.888393,0
Male,0,0.09302,0.517857,0.875,0.5,0.62,0.666667,0.571786,0.517127,0.537006,0.888889,English,0.705357,4
Male,0,0.062608,0.561603,0.589212,0.590667,0.565904,0.80303,0.962963,0.916667,0.730769,1,Another,0.883929,3
Female,0,0.225,0.589286,0.482143,0.483333,0.493333,0.594697,0.571786,0.517127,0.537006,0.623153,English,0.616071,1
Male,0,0.22,0.561603,0.589212,0.590667,0.565904,0.867424,0.740741,0.875,0.5,0.888889,English,0.888393,4
Female,0,0.128,0.714286,0.767857,0.933333,0.826667,0.920455,0.571786,0.517127,0.537006,0.888889,English,0.982143,1
Female,1,0.18,0.375,0.25,0.516667,0.34,0.719006,0.571786,0.517127,0.537006,0.111111,English,0.747357,2
Female,1,0.014,0.517857,0.5,0.55,0.5,0.715909,0.62963,0.458333,0.538462,0.666667,EnglishandAnother,0.665179,1
Male,1,0.12876,0.428571,0.571429,0.483333,0.466667,0.719006,0.571786,0.517127,0.537006,0.666667,Another,0.747357,4
Male,0,0.095968,0.892857,0.785714,0.833333,0.86,0.799242,0.571786,0.517127,0.537006,0.666667,English,0.794643,1
Male,0,0.135,0.5,0.535714,0.45,0.466667,0.810606,0.571786,0.517127,0.537006,0.444444,English,0.816964,4
Female,0,0,0.517857,0.535714,0.516667,0.5,0.818182,0.571786,0.517127,0.537006,0.333333,English,0.928571,1
Female,0,0.185,0.410714,0.696429,0.6,0.553333,0.867424,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.84375,2
Female,1,0.07,0.589286,0.642857,0.566667,0.586667,0.719697,0.571786,0.517127,0.537006,0.888889,English,0.736607,2
Male,0,0.06,0.875,0.732143,0.75,0.8,0.659091,0.571786,0.517127,0.537006,1,English,0.625,0
Male,0,0.108,0.678571,0.5,0.566667,0.566667,0.723485,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.758929,0
Male,0,0.16,0.561603,0.589212,0.590667,0.565904,0.753788,0.740741,0.75,0.846154,0.623153,English,0.8125,4
Male,0,0.084,0.928571,0.767857,0.85,0.873333,0.659091,0.571786,0.517127,0.537006,0.222222,English,0.665179,2
Male,1,0.072175,0.625,0.482143,0.55,0.533333,0.753788,0.571786,0.517127,0.537006,0.777778,English,0.799107,3
Male,1,0.138,0.678571,0.553571,0.566667,0.586667,0.795455,0.703704,0.541667,0.692308,0.777778,English,0.776786,1
Male,0,0.09302,0.535714,0.660714,0.6,0.586667,0.772727,0.571786,0.517127,0.537006,0.777778,English,0.732143,1
Female,0,0.2,0.535714,0.517857,0.55,0.513333,0.715909,0.407407,0.5,0.461538,0.623153,EnglishandAnother,0.776786,3
Female,1,0.036617,0.410714,0.375,0.3,0.313333,0.795455,0.481481,0.416667,0.384615,0.555556,Another,0.857143,4
Male,1,0.099,0.561603,0.589212,0.590667,0.565904,0.628788,0.571786,0.517127,0.537006,0.888889,EnglishandAnother,0.741071,2
Male,0,0.095,0.696429,0.535714,0.533333,0.573333,0.685606,0.571786,0.517127,0.537006,0.888889,English,0.785714,2
Female,1,0.025967,0.5,0.464286,0.516667,0.466667,0.742424,0.571786,0.517127,0.537006,0.623153,English,0.754464,4
Male,1,0.019,0.839286,0.839286,0.783333,0.84,0.780303,0.571786,0.517127,0.537006,0.333333,English,0.763393,0
Male,1,0.0078,0.785714,0.464286,0.633333,0.62,0.401515,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.446429,2
Male,0,0.2,0.571429,0.678571,0.566667,0.593333,0.738636,0.571786,0.517127,0.537006,1,English,0.763393,0
Female,0,0.25,0.875,0.642857,0.716667,0.753333,0.643939,0.571786,0.517127,0.537006,0.777778,English,0.700893,2
Male,0,0.1842,0.561603,0.589212,0.590667,0.565904,0.878788,0.259259,0.5,0.538462,0.623153,English,0.888393,1
Male,0,0.09,0.767857,0.821429,0.666667,0.76,0.772727,0.571786,0.517127,0.537006,0.888889,English,0.776786,4
Female,0,0.052,0.642857,0.839286,0.783333,0.766667,0.742424,0.571786,0.517127,0.537006,1,EnglishandAnother,0.714286,0
Male,1,0.0216,0.910714,0.928571,0.866667,0.933333,0.617424,0.571786,0.517127,0.537006,1,EnglishandAnother,0.629464,4
Female,0,0.045,0.767857,0.678571,0.666667,0.706667,0.94697,0.571786,0.517127,0.537006,0.888889,English,0.959821,0
Female,0,0.081,0.785714,0.714286,0.966667,0.846667,0.670455,0.571786,0.517127,0.537006,0.666667,English,0.727679,3
Male,0,0.15,0.561603,0.589212,0.590667,0.565904,0.715909,0.703704,0.583333,0.653846,1,English,0.665179,2
Female,0,0.085,0.482143,0.482143,0.483333,0.453333,0.530303,0.571786,0.517127,0.537006,0.444444,English,0.5,3
Female,1,0.02,0.482143,0.607143,0.6,0.546667,0.575758,0.571786,0.517127,0.537006,0.333333,Another,0.508929,2
Female,0,0.098,0.625,0.553571,0.616667,0.586667,0.776515,0.571786,0.517127,0.537006,0.777778,English,0.754464,3
Male,0,0.08,0.696429,0.660714,0.65,0.666667,0.905303,0.571786,0.517127,0.537006,0.777778,English,0.888393,1
Male,1,0.105,0.392857,0.535714,0.4,0.406667,0.700758,0.571786,0.517127,0.537006,0.444444,English,0.6875,4
Female,1,0.062,0.464286,0.375,0.6,0.453333,0.848485,0.571786,0.517127,0.537006,0.555556,English,0.910714,2
Male,1,0.0035,0.142857,0.714286,0.15,0.28,0.772727,0.571786,0.517127,0.537006,0.333333,Another,0.910714,2
Female,1,0.06,0.561603,0.589212,0.590667,0.565904,0.75,0.571786,0.517127,0.537006,0.623153,English,0.75,4
Female,0,0.16,0.785714,0.482143,0.85,0.713333,0.602273,0.571786,0.517127,0.537006,0.666667,English,0.709821,4
Male,1,0.043,0.285714,0.214286,0.233333,0.18,0.829545,0.571786,0.517127,0.537006,0.222222,Another,0.977679,4
Female,1,0.031,0.482143,0.375,0.55,0.44,0.746212,0.571786,0.517127,0.537006,0.333333,Another,0.808036,4
Male,0,0.09302,0.714286,0.732143,0.65,0.7,0.659091,0.740741,0.75,0.615385,0.777778,Another,0.625,4
Female,0,0.057,0.607143,0.517857,0.733333,0.613333,0.659091,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.651786,0
Male,0,0.14,0.803571,0.910714,0.95,0.92,0.719697,0.962963,0.875,0.846154,1,EnglishandAnother,0.700893,3
Male,1,0.03,0.660714,0.410714,0.6,0.54,0.643939,0.571786,0.517127,0.537006,0.555556,English,0.620536,0
Female,0,0.089,0.803571,0.75,0.85,0.82,0.950758,0.925926,0.791667,0.884615,0.777778,EnglishandAnother,1,2
Male,1,0.053089,0.892857,0.75,0.766667,0.82,0.810606,0.571786,0.517127,0.537006,1,EnglishandAnother,0.794643,1
Male,1,0.01768,0.589286,0.642857,0.666667,0.626667,0.708333,0.571786,0.517127,0.537006,0.333333,Another,0.647321,3
Female,1,0.03,0.446429,0.392857,0.416667,0.38,0.795455,0.571786,0.517127,0.537006,0.222222,Another,0.776786,3
Female,0,0.009,0.607143,0.339286,0.45,0.433333,0.515152,0.571786,0.517127,0.537006,0.444444,EnglishandAnother,0.607143,4
Male,0,0.075,0.642857,0.607143,0.616667,0.613333,0.757576,0.571786,0.517127,0.537006,0.777778,English,0.803571,2
Female,1,0.015,0.303571,0.589286,0.366667,0.38,0.515152,0.571786,0.517127,0.537006,0,Another,0.53125,2
Male,1,0.058107,0.642857,0.75,0.966667,0.806667,0.632576,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.589286,4
Female,1,0.12,0.678571,0.642857,0.466667,0.58,0.719697,0.740741,0.583333,0.538462,0.555556,EnglishandAnother,0.678571,3
Unknown,1,0.02,0.571429,0.678571,0.65,0.626667,0.795455,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.776786,1
Male,0,0.25,0.589286,0.607143,0.766667,0.653333,0.727273,0.571786,0.517127,0.537006,0.888889,Another,0.691964,1
Female,0,0.2,0.553571,0.428571,0.866667,0.613333,0.719006,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.747357,4
Male,0,0.019619,0.607143,0.857143,0.55,0.666667,0.776515,0.571786,0.517127,0.537006,0.888889,English,0.754464,3
Female,1,0.03,0.571429,0.732143,0.7,0.666667,0.776515,0.481481,0.625,0.769231,0.333333,Another,0.754464,4
Male,1,0.036,0.535714,0.571429,0.533333,0.526667,0.568182,0.571786,0.517127,0.537006,0.333333,Another,0.482143,1
Female,1,0.075,0.561603,0.589212,0.590667,0.565904,0.67803,0.571786,0.517127,0.537006,0.444444,EnglishandAnother,0.700893,4
Male,0,0.09302,0.803571,0.732143,0.666667,0.74,0.848485,0.571786,0.517127,0.537006,0.777778,English,0.875,2
Female,0,0.09302,0.928571,0.678571,0.783333,0.813333,0.958333,0.571786,0.517127,0.537006,0.777778,English,0.977679,0
Female,1,0.067,0.625,0.696429,0.633333,0.646667,0.776515,0.571786,0.517127,0.537006,0.666667,English,0.78125,1
Female,0,0.137,0.561603,0.589212,0.590667,0.565904,0.549242,0.518519,0.208333,0.461538,0.623153,English,0.616071,2
Male,0,0.058885,0.714286,0.75,0.733333,0.74,0.776515,0.851852,0.833333,0.846154,0.444444,English,0.794643,3
Female,0,0.032,0.589286,0.678571,0.466667,0.56,0.583333,0.666667,0.583333,0.692308,0.555556,EnglishandAnother,0.508929,0
Male,1,0.1,0.75,0.589286,0.516667,0.606667,0.685606,0.888889,0.5,0.538462,0.623153,English,0.709821,4
Male,0,0.09302,0.803571,0.910714,0.733333,0.833333,0.810606,0.571786,0.517127,0.537006,0.888889,English,0.794643,3
Male,0,0.09302,0.678571,0.803571,0.65,0.713333,0.924242,0.571786,0.517127,0.537006,0.777778,English,0.910714,1
Female,1,0.046,0.607143,0.5,0.833333,0.646667,0.450758,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.375,3
Male,0,0.23,0.625,0.482143,0.55,0.533333,0.719697,0.555556,0.5,0.538462,0.623153,English,0.700893,2
Female,1,0.038,0.410714,0.571429,0.616667,0.513333,0.685606,0.571786,0.517127,0.537006,0.444444,Another,0.709821,1
Male,0,0.2,0.678571,0.625,0.783333,0.7,0.776515,0.571786,0.517127,0.537006,0.888889,English,0.754464,1
Male,0,0.085,0.803571,0.571429,0.633333,0.666667,0.731061,0.571786,0.517127,0.537006,0.888889,English,0.790179,4
Male,1,0.02,0.660714,0.732143,0.666667,0.686667,0.742424,0.571786,0.517127,0.537006,0.666667,English,0.794643,0
Male,1,0.034,0.339286,0.410714,0.45,0.36,0.708333,0.571786,0.517127,0.537006,0.333333,Another,0.754464,4
Male,0,0.017,0.553571,0.535714,0.666667,0.573333,0.704545,0.555556,0.5,0.538462,0.444444,English,0.71875,2
Male,1,0.024021,0.589286,0.375,0.483333,0.453333,0.393939,0.518519,0.375,0.384615,0.333333,EnglishandAnother,0.441964,4
Female,1,0.0032,0.517857,0.660714,0.466667,0.526667,0.719006,0.555556,0.5,0.461538,0.666667,Another,0.747357,2
Female,1,0.0075,0.321429,0.232143,0.416667,0.273333,0.776515,0.37037,0.25,0.423077,0.777778,EnglishandAnother,0.754464,2
Female,1,0.125,0.392857,0.428571,0.6,0.446667,0.799242,0.571786,0.517127,0.537006,0.623153,English,0.830357,1
Female,0,0.08,0.607143,0.410714,0.666667,0.546667,0.761364,0.571786,0.517127,0.537006,0.777778,English,0.732143,0
Male,1,0.027,0.446429,0.339286,0.416667,0.36,0.659091,0.571786,0.517127,0.537006,0.222222,Another,0.6875,4
Female,1,0.08,0.5,0.553571,0.666667,0.56,0.768939,0.62963,0.625,0.576923,0.777778,EnglishandAnother,0.754464,1
Male,0,0.09302,0.589286,0.696429,0.55,0.6,0.897727,0.571786,0.517127,0.537006,0.777778,English,0.977679,0
Female,1,0.031,0.553571,0.553571,0.516667,0.52,0.765152,0.571786,0.517127,0.537006,0.623153,EnglishandAnother,0.785714,2
Female,1,0.024,0.232143,0.321429,0.416667,0.273333,0.636364,0.571786,0.517127,0.537006,0.222222,Another,0.700893,0
Male,1,0.045,0.464286,0.482143,0.35,0.393333,0.602273,0.518519,0.458333,0.423077,0.444444,EnglishandAnother,0.575893,4
Female,0,0.09302,0.392857,0.267857,0.433333,0.32,0.799242,0.571786,0.517127,0.537006,0.623153,English,0.941964,2
Female,0,0.134,0.339286,0.535714,0.5,0.426667,0.772727,0.259259,0.458333,0.423077,0.555556,Another,0.790179,4
Female,0,0.01044,0.5,0.571429,0.5,0.5,0.719697,0.571786,0.517127,0.537006,0.555556,English,0.776786,1
Female,1,0.06,0.696429,0.607143,0.583333,0.62,0.829545,0.571786,0.517127,0.537006,0.666667,English,0.830357,1
Male,0,0.09,0.857143,0.75,0.85,0.84,0.484848,0.571786,0.517127,0.537006,1,EnglishandAnother,0.450893,2
Male,1,0.038,0.482143,0.607143,0.516667,0.513333,0.621212,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.6875,4
Male,0,0.035,0.482143,0.678571,0.516667,0.54,0.742424,0.444444,0.583333,0.5,0.888889,EnglishandAnother,0.834821,0
Male,0,0.05,0.714286,0.803571,0.766667,0.773333,0.621212,0.571786,0.517127,0.537006,0.623153,English,0.696429,2
Male,1,0.03,0.375,0.303571,0.5,0.353333,0.753788,0.481481,0.208333,0.423077,0.111111,Another,0.709821,3
Unknown,0,0.1,0.767857,0.785714,0.766667,0.786667,0.818182,0.571786,0.517127,0.537006,0.777778,English,0.767857,1
Male,0,0.23,0.561603,0.589212,0.590667,0.565904,0.659091,0.740741,0.625,0.615385,0.623153,English,0.776786,3
Female,1,0.018,0.375,0.553571,0.533333,0.46,0.621212,0.185185,0.5,0.5,0.777778,EnglishandAnother,0.571429,0
Female,1,0.032,0.607143,0.428571,0.516667,0.493333,0.799242,0.444444,0.291667,0.461538,0.777778,EnglishandAnother,0.794643,3
Male,1,0.09302,0.561603,0.589212,0.590667,0.565904,0.193182,0.571786,0.517127,0.537006,0.555556,EnglishandAnother,0.1875,3
Male,1,0.015,0.589286,0.696429,0.633333,0.633333,0.80303,0.571786,0.517127,0.537006,0.623153,English,0.84375,0
Male,0,0.104,0.517857,0.732143,0.916667,0.733333,0.723485,0.571786,0.517127,0.537006,1,Another,0.736607,3
Unknown,1,0.045,0.357143,0.267857,0.433333,0.306667,0.416667,0.571786,0.517127,0.537006,0.555556,Another,0.388393,4
Female,0,0.065,0.642857,0.535714,0.666667,0.606667,0.636364,0.740741,0.375,0.537006,0.888889,English,0.607143,3
Female,0,0.038,0.517857,0.571429,0.616667,0.553333,0.772727,0.571786,0.517127,0.537006,0.444444,English,0.776786,2
Male,0,0.094,0.696429,0.821429,0.716667,0.753333,0.784091,0.571786,0.517127,0.537006,1,English,0.776786,1
Female,0,0.063,0.892857,0.75,0.766667,0.82,0.579545,1,0.625,0.537006,0.777778,English,0.607143,4
Female,1,0.0207,0.535714,0.660714,0.55,0.566667,0.795455,0.740741,0.625,0.5,0.111111,Another,0.857143,3
Female,0,0.043,0.535714,0.428571,0.666667,0.526667,0.738636,0.481481,0.375,0.653846,0.623153,EnglishandAnother,0.808036,0
Male,0,0.2,0.607143,0.517857,0.516667,0.526667,0.795455,0.571786,0.517127,0.537006,0.623153,Another,0.9375,3
Male,0,0.25,0.561603,0.589212,0.590667,0.565904,0.594697,0.444444,0.5,0.230769,0.623153,English,0.683036,4
Female,0,0.185,0.803571,0.625,0.65,0.693333,0.875,0.571786,0.517127,0.537006,1,Another,0.897321,3
Female,0,0.068,0.803571,0.535714,0.833333,0.733333,0.674242,0.571786,0.517127,0.537006,1,English,0.633929,0
Male,0,0.029,0.392857,0.767857,0.433333,0.506667,0.810606,0.148148,0.583333,0.269231,0.666667,Another,0.915179,2
Male,1,0.038,0.561603,0.589212,0.590667,0.565904,0.814394,0.37037,0.25,0.192308,0.111111,Another,0.959821,2
Female,0,0.09302,0.714286,0.839286,0.783333,0.793333,0.628788,0.571786,0.517127,0.537006,1,English,0.598214,0
Male,0,0.09302,0.767857,0.785714,0.816667,0.806667,0.700758,0.571786,0.517127,0.537006,1,Another,0.741071,2
Male,0,0.24,0.561603,0.589212,0.590667,0.565904,0.814394,0.481481,0.416667,0.346154,0.623153,English,0.924107,2
Male,0,0.222,0.785714,0.803571,0.766667,0.8,0.920455,0.571786,0.517127,0.537006,0.777778,English,0.946429,0
Male,1,0.019319,0.464286,0.464286,0.466667,0.433333,0.689394,0.571786,0.517127,0.537006,0.222222,Another,0.736607,4
Male,0,0.075,0.5,0.571429,0.6,0.54,0.761364,0.571786,0.517127,0.537006,0.666667,English,0.816964,1
Male,1,0.087,0.821429,0.785714,0.8,0.82,0.810606,0.571786,0.517127,0.537006,0.444444,English,0.794643,4
Female,0,0.1,0.678571,0.642857,0.716667,0.68,0.829545,0.571786,0.517127,0.537006,1,English,0.830357,0
Male,0,0.06,0.517857,0.767857,0.75,0.68,0.829545,0.571786,0.517127,0.537006,0.888889,English,0.861607,2
Male,1,0.025,0.561603,0.589212,0.590667,0.565904,0.594697,0.703704,0.833333,0.576923,0.555556,Another,0.553571,4
Male,0,0.065,0.696429,0.607143,0.55,0.606667,0.640152,0.571786,0.517127,0.537006,0.222222,English,0.633929,4
Female,0,0.06,0.285714,0.375,0.283333,0.26,0.719006,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.747357,2
Male,0,0.13,0.892857,0.964286,0.716667,0.88,0.734848,0.962963,0.833333,0.807692,1,English,0.71875,0
Female,1,0.05965,0.517857,0.571429,0.45,0.486667,0.80303,0.571786,0.517127,0.537006,0.444444,EnglishandAnother,0.808036,4
Male,1,0.062,0.839286,0.660714,0.883333,0.813333,0.784091,0.571786,0.517127,0.537006,0.555556,Another,0.830357,3
Unknown,0,0.2109,0.839286,0.875,0.716667,0.826667,0.69697,0.571786,0.517127,0.537006,1,English,0.678571,4
Male,0,0.09302,0.803571,0.714286,0.683333,0.74,0.757576,0.571786,0.517127,0.537006,0.623153,English,0.892857,2
Male,0,0.12,0.785714,0.625,0.733333,0.72,0.734848,0.571786,0.517127,0.537006,1,English,0.794643,3
Male,0,0.178,0.714286,0.875,0.9,0.853333,0.875,0.571786,0.517127,0.537006,1,English,0.928571,0
Male,1,0.06,0.660714,0.946429,0.65,0.76,0.708333,0.571786,0.517127,0.537006,1,Another,0.674107,3
Male,0,0.025,0.642857,0.75,0.766667,0.726667,0.727273,0.571786,0.517127,0.537006,0.666667,English,0.691964,4
Male,1,0.057,0.5,0.678571,0.633333,0.593333,0.583333,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.508929,4
Male,1,0.083249,0.392857,0.660714,0.333333,0.426667,0.613636,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.723214,2
Female,0,0.024,0.561603,0.589212,0.590667,0.565904,0.848485,0.62963,0.208333,0.346154,0.111111,English,1,0
Female,1,0.022698,0.464286,0.357143,0.516667,0.413333,0.810606,0.259259,0.25,0.5,0.111111,Another,0.866071,4
Male,0,0.25,0.625,0.75,0.683333,0.686667,0.787879,0.814815,0.75,0.730769,1,English,0.892857,3
Male,0,0.15,0.642857,0.696429,0.683333,0.673333,0.628788,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.602679,3
Female,0,0.052,0.561603,0.589212,0.590667,0.565904,0.772727,0.666667,0.25,0.461538,0.623153,English,0.870536,3
Female,1,0.016,0.125,0.625,0.25,0.28,0.704545,0.222222,0.5,0.346154,0.666667,Another,0.754464,1
Male,0,0.18,1,0.821429,0.916667,0.946667,0.469697,0.571786,0.517127,0.537006,1,EnglishandAnother,0.410714,3
Male,0,0.165,0.839286,0.821429,0.933333,0.893333,0.75,0.571786,0.517127,0.537006,0.333333,EnglishandAnother,0.75,1
Male,1,0.0216,0.660714,0.714286,0.466667,0.6,0.693182,0.571786,0.517127,0.537006,0.777778,EnglishandAnother,0.651786,0
Female,1,0.026148,0.678571,0.625,0.55,0.606667,0.564394,0.571786,0.517127,0.537006,0.888889,English,0.575893,4
Male,1,0.033,0.625,0.75,0.733333,0.706667,0.606061,0.571786,0.517127,0.537006,0.444444,Another,0.674107,3
Female,0,0.07,0.785714,0.696429,0.75,0.753333,0.80303,0.571786,0.517127,0.537006,1,English,0.84375,1
Female,1,0.024,0.5,0.392857,0.466667,0.42,0.640152,0.571786,0.517127,0.537006,0.666667,Another,0.633929,2
Female,1,0.006192,0.464286,0.25,0.5,0.366667,0.545455,0.571786,0.517127,0.537006,0.777778,Another,0.464286,1
Male,0,0.1442,0.857143,0.821429,0.866667,0.873333,0.647727,0.571786,0.517127,0.537006,1,EnglishandAnother,0.6875,1
Female,1,0.037,0.428571,0.464286,0.583333,0.466667,0.651515,0.555556,0.625,0.269231,0.111111,Another,0.625,4
Female,0,0.1,0.535714,0.642857,0.683333,0.613333,0.731061,0.571786,0.517127,0.537006,1,EnglishandAnother,0.705357,1
Female,0,0.216666,0.561603,0.589212,0.590667,0.565904,0.916667,0.814815,0.458333,0.730769,0.623153,English,0.955357,0
Male,0,0.4,0.517857,0.535714,0.5,0.493333,0.606061,0.62963,0.541667,0.5,0.623153,English,0.607143,2
Male,1,0.094,0.535714,0.696429,0.566667,0.586667,0.469697,0.571786,0.517127,0.537006,1,English,0.46875,1
Female,0,0.15,0.821429,0.767857,0.8,0.813333,0.666667,0.571786,0.517127,0.537006,0.777778,English,0.598214,0
Female,0,0.07715,0.561603,0.589212,0.590667,0.565904,0.734848,0.37037,0.333333,0.5,0.555556,English,0.754464,0
Female,0,0.0086,0.571429,0.625,0.533333,0.56,0.659091,0.571786,0.517127,0.537006,0.777778,English,0.678571,1
Male,1,0.007,0.214286,0.357143,0.183333,0.186667,0.731061,0.571786,0.517127,0.537006,0,EnglishandAnother,0.763393,4
Female,1,0.075,0.339286,0.5,0.583333,0.446667,0.810606,0.444444,0.416667,0.423077,0.444444,Another,0.794643,3
Female,1,0.01686,0.446429,0.375,0.5,0.406667,0.518939,0.37037,0.375,0.576923,0.555556,EnglishandAnother,0.53125,3
Male,0,0.120468,0.892857,0.803571,0.85,0.873333,0.973485,0.571786,0.517127,0.537006,0.777778,English,1,0
Male,1,0.049,0.428571,0.5,0.483333,0.44,0.848485,0.571786,0.517127,0.537006,0.444444,Another,0.888393,4
Male,0,0.22,0.696429,0.803571,0.75,0.76,0.761364,0.571786,0.517127,0.537006,0.666667,EnglishandAnother,0.732143,2
Female,0,0.115,0.625,0.660714,0.6,0.62,0.731061,0.37037,0.625,0.615385,1,EnglishandAnother,0.763393,2
Male,0,0.17,0.553571,0.928571,0.75,0.753333,0.659091,0.666667,0.916667,0.769231,0.623153,English,0.625,0
Male,0,0.13,0.553571,0.75,0.533333,0.6,0.829545,0.571786,0.517127,0.537006,0.777778,Another,0.799107,4
Female,0,0.095,0.589286,0.535714,0.566667,0.546667,0.715909,0.703704,0.375,0.461538,0.888889,English,0.665179,0
Male,1,0.09302,0.464286,0.446429,0.433333,0.413333,0.791667,0.571786,0.517127,0.537006,0.111111,EnglishandAnother,0.888393,4
Male,0,0.09302,0.678571,0.642857,0.6,0.633333,0.814394,0.703704,0.666667,0.538462,1,English,0.8125,0
Female,1,0.0716,0.196429,0.089286,0.433333,0.18,0.848485,0.571786,0.517127,0.537006,0.444444,Another,0.834821,2
Female,1,0.16,0.642857,0.767857,0.45,0.606667,0.829545,0.571786,0.517127,0.537006,0.888889,English,0.799107,3
Female,1,0.024,0.321429,0.410714,0.45,0.353333,0.681818,0.481481,0.375,0.537006,0.555556,Another,0.732143,4
Male,0,0.034,0.561603,0.589212,0.590667,0.565904,0.787879,0.37037,0.541667,0.538462,0.623153,EnglishandAnother,0.803571,3
Male,0,0.09302,0.5,0.821429,0.65,0.653333,0.640152,0.777778,0.833333,0.576923,1,EnglishandAnother,0.620536,0
Male,1,0.010212,0.535714,0.5,0.333333,0.42,0.848485,0.518519,0.583333,0.384615,0.222222,EnglishandAnother,0.875,4
